NDB_No,FdGrp_cd,Long_Desc,Shrt_Desc,ComName,ManufacName,Survey,Ref_desc,Refuse,SciName,N_Factor,Pro_Factor,Fat_Factor,CHO_Factor
01189,0100,KRAFT CHEEZ WHIZ LIGHT Pasteurized Process Cheese Product,KRAFT CHEEZ WHIZ LT PAST PROCESS CHS PRODUCT,nan,"Kraft Foods, Inc.",nan,nan,0,nan,6.38,nan,nan,nan
01190,0100,KRAFT FREE Singles American Nonfat Pasteurized Process Cheese Product,KRAFT FREE SINGLES AMERICAN NONFAT PAST PROCESS CHS PRODUCT,nan,"Kraft Foods, Inc.",nan,nan,0,nan,6.38,nan,nan,nan
01191,0100,KRAFT VELVEETA Pasteurized Process Cheese Spread,KRAFT VELVEETA PAST PROCESS CHS SPRD,nan,"Kraft Foods, Inc.",nan,nan,0,nan,6.38,nan,nan,nan
01192,0100,KRAFT VELVEETA LIGHT Reduced Fat Pasteurized Process Cheese Product,KRAFT VELVEETA LT RED FAT PAST PROCESS CHS PRODUCT,nan,"Kraft Foods, Inc.",nan,nan,0,nan,6.38,nan,nan,nan
01193,0100,KRAFT BREAKSTONE'S Reduced Fat Sour Cream,KRAFT BREAKSTONE'S RED FAT SOUR CRM,nan,"Kraft Foods, Inc.",nan,nan,0,nan,6.38,nan,nan,nan
01194,0100,KRAFT BREAKSTONE'S FREE Fat Free Sour Cream,KRAFT BREAKSTONE'S FREE FAT FREE SOUR CRM,nan,"Kraft Foods, Inc.",nan,nan,0,nan,6.38,nan,nan,nan
01199,0100,"Cream, half and half, fat free","CREAM,HALF & HALF,FAT FREE",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01200,0100,Reddi Wip Fat Free Whipped Topping,REDDI WIP FAT FREE WHIPPED TOPPING,nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01202,0100,"Milk, chocolate, fluid, commercial, reduced fat, with added calcium","MILK,CHOC,FLUID,COMM,RED FAT,W/ ADDED CA",nan,nan,nan,nan,0,nan,6.38,nan,nan,nan
01203,0100,"Yogurt, fruit, lowfat, with low calorie sweetener","YOGURT,FRUIT,LOFAT,W/LO CAL SWEETENER",nan,nan,Y,nan,0,nan,6.38,4.27,8.79,3.87
01204,0100,"Cheese, parmesan, dry grated, reduced fat","CHEESE,PARMESAN,DRY GRATED,RED FAT",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01205,0100,"Cream substitute, flavored, liquid","CREAM SUB,FLAV,LIQ",nan,nan,Y,nan,0,nan,6.29,nan,nan,nan
01206,0100,"Cream substitute, flavored, powdered","CREAM SUB,FLAV,PDR",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01208,0100,"Cheese, provolone, reduced fat","CHEESE,PROVOLONE,RED FAT",nan,nan,Y,nan,0,nan,6.38,4.27,8.79,3.87
01209,0100,"Cheese, Mexican, blend, reduced fat","CHEESE,MEXICAN,BLEND,RED FAT",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01211,0100,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D","MILK,WHL,3.25% MILKFAT,WO/ ADDED VIT A & VITAMIN D",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01212,0100,"Milk, dry, whole, without added vitamin D","MILK,DRY,WHL,WO/ ADDED VITAMIN D",nan,nan,Y,nan,0,nan,6.38,4.27,8.79,3.87
01215,0100,"Cheese product, pasteurized process, American, reduced fat, fortified with vitamin D","CHEESE PRODUCT,PAST PROCESS,AMERICAN,RED FAT,FORT W/ VIT D",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01216,0100,"Yogurt, fruit, low fat, 9 grams protein per 8 ounce, fortified with vitamin D","YOGURT,FRUIT,LOFAT,9 GRAMS PROT PER 8 OZ,FORT W/ VITAMIN D",nan,nan,Y,nan,0,nan,6.38,4.27,8.79,3.87
01217,0100,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce, fortified with vitamin D","YOGURT,FRUIT,LOFAT,10 GRAMS PROT PER 8 OZ,FORT W/ VITAMIN D",nan,nan,Y,nan,0,nan,6.38,4.27,8.79,3.87
01218,0100,"Yogurt, fruit variety, nonfat, fortified with vitamin D","YOGURT,FRUIT VAR,NONFAT,FORT W/ VITAMIN D",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01219,0100,"Yogurt, fruit, lowfat, with low calorie sweetener, fortified with vitamin D","YOGURT,FRUIT,LOWFAT,W/ LO CAL SWTNR,FORT W/ VITAMIN D",nan,nan,Y,nan,0,nan,6.38,4.27,8.79,3.87
01220,0100,"Yogurt, vanilla, low fat, fortified with vitamin D","YOGURT,VANILLA,LOFAT,FORT W/ VITAMIN D",nan,nan,Y,nan,0,nan,6.38,4.27,8.79,3.87
01221,0100,"Yogurt, vanilla or lemon flavor, nonfat milk, sweetened with low-calorie sweetener, fortified with vitamin D","YOGURT,VAN/LEM FLAV,NONFAT MILK,W/ LO-CAL SWTNR,FORT W/VIT D",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01222,0100,"Yogurt, chocolate, nonfat milk, fortified with vitamin D","YOGURT,CHOC,NONFAT MILK,FORT W/ VITAMIN D",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01223,0100,"Protein supplement, milk based, Muscle Milk, powder","PROTEIN SUPP,MILK BSD,MUSCLE MILK,PDR",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01224,0100,"Protein supplement, milk based, Muscle Milk Light, powder","PROTEIN SUPP,MILK BSD,MUSCLE MILK LT,PDR",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01225,0100,Dulce de Leche,DULCE DE LECHE,nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01226,0100,"Egg substitute, liquid or frozen, fat free","EGG SUB,LIQ OR FRZ,FAT FREE",nan,nan,Y,nan,0,nan,6.25,4.36,8.84,3.68
01227,0100,"Cheese, dry white, queso seco","CHEESE,DRY WHITE,QUESO SECO",nan,nan,nan,nan,0,nan,6.38,nan,nan,nan
01228,0100,"Cheese, fresh, queso fresco","CHEESE,FRSH,QUESO FRESCO",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01229,0100,"Cheese, white, queso blanco","CHEESE,WHITE,QUESO BLANCO",nan,nan,nan,nan,0,nan,6.38,nan,nan,nan
01230,0100,"Milk, buttermilk, fluid, whole","MILK,BTTRMLK,FLUID,WHL",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01231,0100,"Yogurt, vanilla flavor, lowfat milk, sweetened with low calorie sweetener","YOGURT,VANILLA FLAVOR,LOWFAT MILK,SWTND W/ LO CAL SWTNR",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01235,0100,"Yogurt, frozen, flavors not chocolate, nonfat milk, with low-calorie sweetener","YOGURT,FRZ,FLAVORS NOT CHOC,NONFAT MILK,W/ LOW-CALORIE SWTNR",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01236,0100,"Ice cream, soft serve, chocolate","ICE CRM,SOFT SERVE,CHOC",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01237,0100,"Ice cream, bar or stick, chocolate covered","ICE CRM,BAR OR STK,CHOC COVERED",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01238,0100,Ice cream sandwich,ICE CRM SNDWCH,nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01239,0100,Ice cream cookie sandwich,ICE CRM COOKIE SNDWCH,nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01240,0100,"Ice cream cone, chocolate covered, with nuts, flavors other than chocolate","ICE CRM CONE,CHOC COVERED,W/ NUTS,FLAVORS OTHER THAN CHOC",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
01241,0100,"Ice cream sandwich, made with light ice cream, vanilla","ICE CRM SNDWCH,MADE W/ LT ICE CRM,VANILLA",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
01242,0100,"Ice cream sandwich, vanilla, light, no sugar added","ICE CRM SNDWCH,VANILLA,LT,NO SUGAR ADDED",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01243,0100,"Fat free ice cream, no sugar added, flavors other than chocolate","FAT FREE ICE CRM,NO SUGAR ADDED,FLAVORS OTHER THAN CHOC",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01244,0100,"Milk dessert bar, frozen, made from lowfat milk","MILK DSSRT BAR,FRZ,MADE FROM LOWFAT MILK",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01249,0100,"Yogurt, Greek, 2% fat,mixed berry blend, CHOBANI","YOGURT,GREEK,2% FAT,MXD BERRY BLEND,CHOBANI",nan,Chobani,nan,nan,0,nan,6.38,nan,nan,nan
01250,0100,"Nutritional supplement for people with diabetes, liquid","NUTRITIONAL SUPP FOR PEOPLE W/ DIABETES,LIQ",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01251,0100,"Cheese, Mexican blend","CHEESE,MEXICAN BLEND",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01252,0100,"Cheese product, pasteurized process, American, vitamin D fortified","CHEESE PRODUCT,PAST PROCESS,AMERICAN,VITAMIN D FORT",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01253,0100,"Cheese, pasteurized process, American, without added vitamin D","CHEESE,PAST PROCESS,AMERICAN,WO/ ADDED VITAMIN D",nan,nan,Y,nan,0,nan,6.38,4.27,8.79,3.87
01254,0100,"Cheese food, pasteurized process, American, without added vitamin D","CHEESE FD,PAST PROCESS,AMERICAN,WO/ ADDED VITAMIN D",nan,nan,Y,nan,0,nan,6.38,4.27,8.79,3.87
01255,0100,"Egg, whole, raw, frozen, salted, pasteurized","EGG,WHL,RAW,FRZ,SALTED,PAST",nan,nan,nan,nan,0,nan,6.25,nan,nan,nan
01256,0100,"Yogurt, Greek, plain, nonfat (Includes foods for USDA's Food Distribution Program)","YOGURT,GREEK,PLN,NONFAT",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01258,0100,"Egg, white, dried, stabilized, glucose reduced","EGG,WHITE,DRIED,STABILIZED,GLUCOSE RED",nan,nan,nan,nan,0,nan,6.25,nan,nan,nan
01259,0100,"Cheese spread, American or Cheddar cheese base, reduced fat","CHEESE SPRD,AMERICAN OR CHEDDAR CHS BASE,RED FAT",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01260,0100,"Cheese, cheddar, reduced fat (Includes foods for USDA's Food Distribution Program)","CHEESE,CHEDDAR,RED FAT",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01263,0100,"Ice cream, light, soft serve, chocolate","ICE CRM,LT,SOFT SERVE,CHOC",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
01264,0100,"Ice cream bar, stick or nugget, with crunch coating","ICE CRM BAR,STK OR NUGGET,W/ CRUNCH COATING",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01265,0100,"Cheese, cheddar, nonfat or fat free","CHEESE,CHEDDAR,NONFAT OR FAT FREE",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
01266,0100,"Cheese, Swiss, nonfat or fat free","CHEESE,SWISS,NONFAT OR FAT FREE",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01267,0100,"Cheese, mexican, queso cotija","CHEESE,MEXICAN,QUESO COTIJA",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
01270,0100,"Cheese, cheddar, sharp, sliced","CHEESE,CHEDDAR,SHARP,SLICED",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01271,0100,"Cheese, mozzarella, low moisture, part-skim, shredded","CHEESE,MOZZARELLA,LO MOIST,PART-SKIM,SHREDDED",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01275,0100,"Yogurt, Greek, nonfat, vanilla, CHOBANI","YOGURT,GREEK,NONFAT,VANILLA,CHOBANI",nan,Chobani,nan,nan,0,nan,6.38,nan,nan,nan
01276,0100,"Yogurt, Greek, strawberry, DANNON OIKOS","YOGURT,GREEK,STRAWBERRY,DANNON OIKOS",nan,Danone,nan,nan,0,nan,6.38,nan,nan,nan
01278,0100,"Yogurt, Greek, nonfat, vanilla, DANNON OIKOS","YOGURT,GREEK,NONFAT,VANILLA,DANNON OIKOS",nan,Danone,nan,nan,0,nan,6.38,nan,nan,nan
01280,0100,"Yogurt, Greek, nonfat, strawberry, DANNON OIKOS","YOGURT,GREEK,NONFAT,STRAWBERRY,DANNON OIKOS",nan,Danone,nan,nan,0,nan,6.38,nan,nan,nan
01284,0100,"Yogurt, Greek, strawberry, lowfat","YOGURT,GREEK,STRAWBERRY,LOWFAT",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01285,0100,"Yogurt, Greek, strawberry, nonfat","YOGURT,GREEK,STRAWBERRY,NONFAT",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01286,0100,"Yogurt, Greek, vanilla, nonfat","YOGURT,GREEK,VANILLA,NONFAT",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01287,0100,"Yogurt, Greek, plain, lowfat","YOGURT,GREEK,PLN,LOWFAT",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01289,0100,"Kefir, lowfat, plain, LIFEWAY","KEFIR,LOWFAT,PLN,LIFEWAY",nan,Lifeway,Y,nan,0,nan,6.38,nan,nan,nan
01290,0100,"Kefir, lowfat, strawberry, LIFEWAY","KEFIR,LOWFAT,STRAWBERRY,LIFEWAY",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01291,0100,"Milk, evaporated, 2% fat, with added vitamin A and vitamin D","MILK,CND,EVAP,WO/ VIT A",nan,nan,Y,nan,0,nan,6.38,4.27,8.79,3.87
01292,0100,"Milk, chocolate, fat free, with added vitamin A and vitamin D","MILK,CHOC,FAT FREE,W/ ADDED VIT A & VITAMIN D",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
01293,0100,"Yogurt, Greek, plain, whole milk","YOGURT,GREEK,PLN,WHL MILK",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
01294,0100,"Yogurt, Greek, fruit, whole milk","YOGURT,GREEK,FRUIT,WHL MILK",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01295,0100,"Yogurt, vanilla, non-fat","YOGURT,VANILLA,NON-FAT",nan,nan,Y,nan,0,nan,6.38,4.27,8.79,3.87
01297,0100,"Yogurt, Greek, vanilla, lowfat","YOGURT,GREEK,VANILLA,LOWFAT",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01298,0100,"Yogurt, frozen, flavors other than chocolate, lowfat","YOGURT,FRZ,FLAVORS OTHER THAN CHOC,LOWFAT",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01300,0100,"Ice cream bar, covered with chocolate and nuts","ICE CRM BAR,COVERED W/ CHOC & NUTS",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01301,0100,Ice cream sundae cone,ICE CRM SUNDAE CONE,nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01302,0100,"Light ice cream, Creamsicle","LIGHT ICE CRM,CREAMSICLE",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
01303,0100,"Cream, half and half, lowfat","CREAM,HALF & HALF,LOWFAT",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
01304,0100,"Yogurt, Greek, 2% fat, pineapple, CHOBANI","YOGURT,GREEK,2% FAT,PNAPPL,CHOBANI",nan,Chobani,nan,nan,0,nan,6.38,nan,nan,nan
01305,0100,"Milk, chocolate, lowfat, reduced sugar","MILK,CHOC,LOWFAT,RED SUGAR",nan,nan,Y,nan,0,nan,6.38,nan,nan,nan
01306,0100,"Ice cream, lowfat, no sugar added, cone, added peanuts and chocolate sauce","ICE CRM,LOWFAT,NO SUGAR ADDED,CONE,ADDED PNUTS & CHOC SAU",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
01307,0100,"Yogurt, Greek, 2% fat, strawberry banana, CHOBANI","YOGURT,GREEK,2% FAT,STRAWBERRY BANANA,CHOBANI",nan,Chobani,nan,nan,0,nan,nan,nan,nan,nan
01308,0100,"Yogurt, Greek, whole, plain, CHOBANI","YOGURT,GREEK,WHL,PLN,CHOBANI",nan,Chobani,nan,nan,0,nan,6.38,nan,nan,nan
01312,0100,"Yogurt, Greek, nonfat, lemon blend, CHOBANI","YOGURT,GREEK,NONFAT,LEMON BLEND,CHOBANI",nan,Chobani,nan,nan,0,nan,6.38,nan,nan,nan
01313,0100,"Yogurt, Greek, nonfat, peach, CHOBANI","YOGURT,GREEK,NONFAT,PEACH,CHOBANI",nan,Chobani,nan,nan,0,nan,6.38,nan,nan,nan
01314,0100,"Yogurt, Greek, nonfat, plain, CHOBANI","YOGURT,GREEK,NONFAT,PLN,CHOBANI",nan,Chobani,nan,nan,0,nan,6.38,nan,nan,nan
01316,0100,"Yogurt, Greek, nonfat, raspberry, CHOBANI","YOGURT,GREEK,NONFAT,RASPBERRY,CHOBANI",nan,Chobani,nan,nan,0,nan,6.38,nan,nan,nan
01319,0100,"Yogurt, Greek, nonfat, Fruit on Bottom, Pomegranate, CHOBANI","YOGURT,GREEK,NONFAT,FRUIT ON BTTM,POMEGRANATE,CHOBANI",nan,Chobani,nan,nan,0,nan,6.38,nan,nan,nan
01320,0100,"Yogurt, Greek, Blueberry, CHOBANI","YOGURT,GREEK,BLUEBERRY,CHOBANI",nan,Chobani,nan,nan,0,nan,6.38,nan,nan,nan
01321,0100,"Yogurt, Greek, nonfat, Fruit on Bottom, Strawberry, CHOBANI","YOGURT,GREEK,NONFAT,FRUIT ON BTTM,STRAWBERRY,CHOBANI",nan,Chobani,nan,nan,0,nan,6.38,nan,nan,nan
01322,0100,"Yogurt, Greek, nonfat, Fruit on Bottom, Blackberry, CHOBANI","YOGURT,GREEK,NONFAT,FRUIT ON BTTM,BLACKBERRY,CHOBANI",nan,Chobani,nan,nan,0,nan,6.38,nan,nan,nan
01323,0100,"Butter, Clarified butter (ghee)","BUTTER,CLARIFIED BUTTER (GHEE)",nan,nan,nan,nan,0,nan,6.25,nan,nan,nan
02001,0200,"Spices, allspice, ground","ALLSPICE,GROUND",nan,nan,nan,nan,0,Pimenta dioica,6.25,3.36,8.37,2.35
02002,0200,"Spices, anise seed",ANISE SEED,nan,nan,nan,nan,0,Pimpinella anisum,6.25,3.36,8.37,2.90
02003,0200,"Spices, basil, dried","SPICES,BASIL,DRIED",nan,nan,Y,nan,0,Ocimum basilicum,6.25,2.44,8.37,3.00
02004,0200,"Spices, bay leaf","SPICES,BAY LEAF",nan,nan,nan,nan,0,Laurus nobilis,6.25,2.44,8.37,3.00
02005,0200,"Spices, caraway seed",CARAWAY SEED,nan,nan,Y,nan,0,Carum carvi,6.25,3.36,8.37,2.90
02006,0200,"Spices, cardamom","SPICES,CARDAMOM",nan,nan,nan,nan,0,Elettaria cardamomum,6.25,3.36,8.37,3.20
02007,0200,"Spices, celery seed",CELERY SEED,nan,nan,Y,nan,0,Apium graveolens,6.25,3.36,8.37,2.90
02008,0200,"Spices, chervil, dried","CHERVIL,DRIED",nan,nan,nan,nan,0,Anthriscus cerefolium,6.25,2.44,8.37,3.00
02009,0200,"Spices, chili powder",CHILI POWDER,nan,nan,Y,nan,0,nan,6.25,3.23,8.37,2.39
02010,0200,"Spices, cinnamon, ground","CINNAMON,GROUND",Cassia,nan,Y,nan,0,Cinnamomum aromaticum,6.25,1.82,8.37,2.85
02011,0200,"Spices, cloves, ground","CLOVES,GROUND",nan,nan,Y,nan,0,Syzygium aromaticum,6.25,1.82,8.37,2.35
02012,0200,"Spices, coriander leaf, dried","CORIANDER LEAF,DRIED","Chinese parsley, cilantro",nan,Y,nan,0,Coriandrum sativum,6.25,2.44,8.37,3.57
02013,0200,"Spices, coriander seed",CORIANDER SEED,nan,nan,nan,nan,0,Coriandrum sativum,6.25,3.36,8.37,1.95
02014,0200,"Spices, cumin seed",CUMIN SEED,nan,nan,Y,nan,0,Cuminum cyminum,6.25,3.36,8.37,2.90
02015,0200,"Spices, curry powder",CURRY POWDER,nan,nan,Y,nan,0,nan,6.18,3.12,8.37,2.92
02016,0200,"Spices, dill seed",DILL SEED,nan,nan,nan,nan,0,Anethum graveolens,6.25,3.36,8.37,2.35
02017,0200,"Spices, dill weed, dried","DILL WEED,DRIED",nan,nan,nan,nan,0,Anethum graveolens,6.25,2.44,8.37,3.00
02018,0200,"Spices, fennel seed",FENNEL SEED,nan,nan,nan,nan,0,Foeniculum vulgare,6.25,3.36,8.37,3.20
02019,0200,"Spices, fenugreek seed",FENUGREEK SEED,nan,nan,nan,nan,0,Trigonella foenum-graecum,5.30,3.47,8.37,3.25
02020,0200,"Spices, garlic powder",GARLIC POWDER,nan,nan,Y,nan,0,Allium sativum,6.25,2.78,8.37,3.84
02021,0200,"Spices, ginger, ground","GINGER,GROUND",nan,nan,Y,nan,0,Zingiber officinale,6.25,2.78,8.37,3.84
02022,0200,"Spices, mace, ground","MACE,GROUND",nan,nan,nan,nan,0,Myristica fragrans,6.25,3.36,8.37,3.60
02023,0200,"Spices, marjoram, dried","MARJORAM,DRIED",nan,nan,Y,nan,0,Origanum majorana,6.25,2.44,8.37,3.00
02024,0200,"Spices, mustard seed, ground","SPICES,MUSTARD SD,GROUND",nan,nan,Y,nan,0,Sinapis alba and Brassica juncea,5.40,3.47,8.37,4.07
02025,0200,"Spices, nutmeg, ground","NUTMEG,GROUND",nan,nan,Y,nan,0,Myristica fragrans,5.30,3.47,8.37,4.07
02026,0200,"Spices, onion powder",ONION POWDER,nan,nan,Y,nan,0,Allium cepa,6.25,2.78,8.37,3.84
02027,0200,"Spices, oregano, dried","SPICES,OREGANO,DRIED",nan,nan,Y,nan,0,Origanum vulgare,6.25,2.44,8.37,3.00
02028,0200,"Spices, paprika",PAPRIKA,nan,nan,Y,nan,0,Capsicum annuum,6.25,3.36,8.37,2.35
02029,0200,"Spices, parsley, dried","PARSLEY,DRIED",nan,nan,Y,nan,0,Petroselinum crispum,6.25,2.44,8.37,3.57
02030,0200,"Spices, pepper, black","PEPPER,BLACK",nan,nan,Y,nan,0,Piper nigrum,5.35,1.83,8.37,3.20
02031,0200,"Spices, pepper, red or cayenne","PEPPER,RED OR CAYENNE",nan,nan,Y,nan,0,Capsicum frutescens or Capsicum annuum,6.25,3.36,8.37,2.35
02032,0200,"Spices, pepper, white","PEPPER,WHITE",nan,nan,nan,nan,0,Piper nigrum,5.35,1.83,8.37,3.78
02033,0200,"Spices, poppy seed",POPPY SEED,nan,nan,Y,nan,0,Papaver somniferum,5.30,3.47,8.37,4.07
02034,0200,"Spices, poultry seasoning",POULTRY SEASONING,nan,nan,Y,nan,0,nan,5.89,2.36,8.37,3.38
02035,0200,"Spices, pumpkin pie spice",PUMPKIN PIE SPICE,nan,nan,Y,nan,0,nan,6.06,2.50,8.37,3.19
02036,0200,"Spices, rosemary, dried","ROSEMARY,DRIED",nan,nan,nan,nan,0,Rosmarinus officinalis,6.25,2.44,8.37,3.00
02037,0200,"Spices, saffron",SAFFRON,nan,nan,nan,nan,0,Crocus sativus,6.25,2.44,8.37,3.57
02038,0200,"Spices, sage, ground","SAGE,GROUND",nan,nan,Y,nan,0,Salvia officinalis,6.25,2.44,8.37,3.00
02039,0200,"Spices, savory, ground","SAVORY,GROUND",nan,nan,nan,nan,0,Satureja hortensis,6.25,2.44,8.37,3.00
02041,0200,"Spices, tarragon, dried","SPICES,TARRAGON,DRIED",nan,nan,nan,nan,0,Artemisia dracunculus,6.25,2.44,8.37,3.57
02042,0200,"Spices, thyme, dried","SPICES,THYME,DRIED",nan,nan,Y,nan,0,Thymus vulgaris,6.25,2.44,8.37,3.00
02043,0200,"Spices, turmeric, ground","TURMERIC,GROUND",nan,nan,Y,nan,0,Curcuma longa L.,6.25,2.78,8.37,3.84
02044,0200,"Basil, fresh","BASIL,FRESH",nan,nan,Y,"Tough stems, flower heads and trimmings",36,Ocimum basilicum,6.25,2.44,8.37,3.57
02045,0200,"Dill weed, fresh","DILL WEED,FRSH",nan,nan,nan,Tough stems and trimmings,41,Anethum graveolens,6.25,2.44,8.37,3.57
02046,0200,"Mustard, prepared, yellow","MUSTARD,PREPARED,YELLOW",nan,nan,Y,nan,0,nan,6.25,3.47,8.37,3.34
02047,0200,"Salt, table","SALT,TABLE",nan,nan,Y,nan,0,nan,0.00,nan,nan,nan
02048,0200,"Vinegar, cider","VINEGAR,CIDER",nan,nan,Y,nan,0,nan,0.00,nan,nan,nan
02049,0200,"Thyme, fresh","THYME,FRSH",nan,nan,nan,Stems,32,Thymus vulgaris,6.25,2.44,8.37,3.00
02050,0200,Vanilla extract,VANILLA EXTRACT,nan,nan,nan,nan,0,nan,6.25,2.44,8.37,3.90
02051,0200,"Vanilla extract, imitation, alcohol","VANILLA EXTRACT,IMITN,ALCOHOL",nan,nan,nan,nan,0,nan,6.25,2.44,8.37,3.90
02052,0200,"Vanilla extract, imitation, no alcohol","VANILLA EXTRACT,IMITN,NO ALCOHOL",nan,nan,Y,nan,0,nan,6.25,2.44,8.37,3.90
02053,0200,"Vinegar, distilled","VINEGAR,DISTILLED",nan,nan,Y,nan,0,nan,nan,nan,nan,nan
02054,0200,"Capers, canned","CAPERS,CANNED",nan,nan,Y,nan,0,Capparis spinosa,6.25,1.82,8.37,2.35
02055,0200,"Horseradish, prepared","HORSERADISH,PREPARED",nan,nan,Y,nan,0,nan,6.25,2.78,8.37,3.44
02063,0200,"Rosemary, fresh","ROSEMARY,FRESH",nan,nan,nan,Stems,35,Rosmarinus officinalis,6.25,2.44,8.37,3.57
02064,0200,"Peppermint, fresh","PEPPERMINT,FRESH",mint,nan,nan,Stems,39,Mentha x piperita L. nothosubsp. piperita,6.25,2.44,8.37,3.57
02065,0200,"Spearmint, fresh","SPEARMINT,FRESH",mint,nan,nan,Stems,59,Mentha spicata,6.25,2.44,8.37,3.57
02066,0200,"Spearmint, dried","SPEARMINT,DRIED",mint,nan,nan,nan,0,nan,6.25,2.44,8.37,3.57
02068,0200,"Vinegar, red wine","VINEGAR,RED WINE",nan,nan,nan,nan,0,nan,6.25,nan,nan,nan
02069,0200,"Vinegar, balsamic","VINEGAR,BALSAMIC",nan,nan,nan,nan,0,nan,nan,nan,nan,nan
02074,0200,"Seasoning mix, dry, sazon, coriander & annatto","SEASONING MIX,DRY,SAZON,CORIANDER & ANNATTO",nan,nan,nan,nan,0,nan,6.25,nan,nan,nan
02075,0200,"Seasoning mix, dry, taco, original","SEASONING MIX,DRY,TACO,ORIGINAL",nan,nan,nan,nan,0,nan,nan,nan,nan,nan
02076,0200,"Seasoning mix, dry, chili, original","SEASONING MIX,DRY,CHILI,ORIGINAL",nan,nan,nan,nan,0,nan,nan,nan,nan,nan
03000,0300,Clif Z bar,CLIF Z BAR,nan,nan,Y,nan,0,nan,6.14,4.10,8.90,4.10
03001,0300,"Babyfood, juice treats, fruit medley, toddler","BABYFOOD,JUC TREATS,FRUIT MEDLEY,TODD",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
03002,0300,"Babyfood, meat, beef, strained","BABYFOOD,MEAT,BF,STR",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
03003,0300,"Babyfood, meat, beef, junior","BABYFOOD,MEAT,BF,JR",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
03005,0300,"Babyfood, meat, veal, strained","BABYFOOD,MEAT,VEAL,STR",nan,nan,Y,nan,0,nan,nan,nan,nan,nan
03007,0300,"Babyfood, meat, pork, strained","BABYFOOD,MEAT,PORK,STR",nan,nan,nan,nan,0,nan,6.25,4.27,9.02,nan
03008,0300,"Babyfood, meat, ham, strained","BABYFOOD,MEAT,HAM,STR",nan,nan,Y,nan,0,nan,6.25,4.27,9.02,nan
